cluster,time,loess_value
1,2,-4.503806422893908
1,2.1,-4.545963845911671
1,2.2,-4.585463616122378
1,2.3,-4.622305733526031
1,2.4,-4.656490198122629
1,2.5,-4.688017009912174
1,2.6,-4.716886168894664
1,2.7,-4.7430976750701
1,2.8,-4.766651528438481
1,2.9,-4.787547728999808
1,3,-4.805786276754081
1,3.1,-4.826270125363368
1,3.2,-4.851723137973262
1,3.3,-4.878876678809051
1,3.4000000000000004,-4.904462112096023
1,3.5,-4.925210802059466
1,3.6,-4.937854112924668
1,3.7,-4.939123408916918
1,3.8,-4.925750054261503
1,3.9000000000000004,-4.894465413183711
1,4,-4.842000849908831
1,4.1,-4.762015626468881
1,4.2,-4.654376807018383
1,4.300000000000001,-4.525127458966392
1,4.4,-4.380310649721958
1,4.5,-4.22596944669413
1,4.6,-4.068146917291958
1,4.7,-3.9128861289244923
1,4.800000000000001,-3.7662301490007843
1,4.9,-3.634222044929886
1,5,-3.5229048841208455
1,5.1,-3.428143050758528
1,5.2,-3.3413720957806934
1,5.300000000000001,-3.261991836725739
1,5.4,-3.1894020911320604
1,5.5,-3.1230026765380527
1,5.6,-3.0621934104821125
1,5.7,-3.006374110502634
1,5.800000000000001,-2.9549445941380132
1,5.9,-2.9073046789266477
1,6,-2.862854182406932
1,6.1000000000000005,-2.823554671556234
1,6.2,-2.791118317248091
1,6.3,-2.7645708428651474
1,6.4,-2.742937971790048
1,6.5,-2.7252454274054387
1,6.6000000000000005,-2.7105189330939643
1,6.7,-2.69778421223827
1,6.800000000000001,-2.6860669882210013
1,6.9,-2.674392984424803
1,7,-2.6617879242323204
1,7.1000000000000005,-2.64952343426974
1,7.2,-2.639316334710348
1,7.300000000000001,-2.630860139257439
1,7.4,-2.6238483616143093
1,7.5,-2.617974515484253
1,7.6000000000000005,-2.6129321145705657
1,7.7,-2.6084146725765427
1,7.800000000000001,-2.604115703205478
1,7.9,-2.599728720160669
1,8,-2.5949472371454094
1,8.100000000000001,-2.590234396504688
1,8.2,-2.5861653371823037
1,8.3,-2.5826015677797667
1,8.4,-2.5794045968985873
1,8.5,-2.5764359331402757
1,8.600000000000001,-2.573557085106342
1,8.7,-2.570629561398297
1,8.8,-2.5675148706176505
1,8.9,-2.5640745213659124
1,9,-2.560170022244594
1,9.100000000000001,-2.555817658841026
1,9.2,-2.5511700994132718
1,9.3,-2.5462934265689365
1,9.4,-2.541253722915629
1,9.5,-2.536117071060953
1,9.600000000000001,-2.5309495536125164
1,9.7,-2.525817253177926
1,9.8,-2.520786252364788
1,9.9,-2.5159226337807095
1,10,-2.511292480033296
1,10.1,-2.506710020186775
1,10.200000000000001,-2.5020035180541247
1,10.3,-2.4972601083660786
1,10.4,-2.492566925853372
1,10.5,-2.488011105246738
1,10.6,-2.483679781276911
1,10.700000000000001,-2.479660088674625
1,10.8,-2.476039162170614
1,10.9,-2.472904136495612
1,11,-2.4703421463803528
1,11.1,-2.468435795789532
1,11.200000000000001,-2.467140613871665
1,11.3,-2.466353123133212
1,11.4,-2.465969846080635
1,11.5,-2.465887305220397
1,11.600000000000001,-2.466002023058958
1,11.700000000000001,-2.4662105221027812
1,11.8,-2.466409324858327
1,11.9,-2.4664949538320586
1,12,-2.4663639315304366
1,12.100000000000001,-2.466106903819864
1,12.200000000000001,-2.465881539508309
1,12.3,-2.465684895514578
1,12.4,-2.4655140287574815
1,12.5,-2.465365996155825
1,12.600000000000001,-2.4652378546284184
1,12.700000000000001,-2.46512666109407
1,12.8,-2.4650294724715875
1,12.9,-2.464943345679779
1,13,-2.464865337637453
1,13.100000000000001,-2.4648491469378175
1,13.200000000000001,-2.464945222510054
1,13.3,-2.465145746776931
1,13.4,-2.4654429021612194
1,13.5,-2.465828871085687
1,13.600000000000001,-2.466295835973103
1,13.700000000000001,-2.466835979246237
1,13.8,-2.467441483327858
1,13.9,-2.4681045306407356
1,14,-2.468817303607638
1,14.100000000000001,-2.4695719846513353
1,14.200000000000001,-2.470360756194597
1,14.3,-2.4711758006601907
1,14.4,-2.472009300470887
1,14.5,-2.4728534380494542
1,14.600000000000001,-2.4737003958186623
1,14.700000000000001,-2.4745423562012796
1,14.8,-2.4753715016200752
1,14.9,-2.4761800144978188
1,15,-2.47696007725728
1,15.100000000000001,-2.4778953751357715
1,15.200000000000001,-2.4791322527095936
1,15.3,-2.480606881409997
1,15.4,-2.4822554326682322
1,15.5,-2.4840140779155497
1,15.600000000000001,-2.4858189885832003
1,15.700000000000001,-2.4876063361024348
1,15.8,-2.4893122919045028
1,15.9,-2.4908730274206556
1,16,-2.4922247140821434
1,16.1,-2.493388722217487
1,16.200000000000003,-2.4944431168212353
1,16.3,-2.4954091113236787
1,16.4,-2.496307919155109
1,16.5,-2.497160753745818
1,16.6,-2.4979888285260965
1,16.700000000000003,-2.498813356926236
1,16.8,-2.499655552376528
1,16.9,-2.5005366283072634
1,17,-2.501477798148734
1,17.1,-2.5024613840423644
1,17.200000000000003,-2.5034555658427164
1,17.3,-2.50446034354979
1,17.4,-2.5054757171635864
1,17.5,-2.5065016866841043
1,17.6,-2.507538252111344
1,17.700000000000003,-2.508585413445306
1,17.8,-2.5096431706859907
1,17.9,-2.510711523833397
1,18,-2.5117904728875255
2,2,-4.400475181527531
2,2.1,-4.393956398862938
2,2.2,-4.388709098533223
2,2.3,-4.384733280538385
2,2.4,-4.382028944878423
2,2.5,-4.380596091553337
2,2.6,-4.380434720563128
2,2.7,-4.381544831907797
2,2.8,-4.383926425587341
2,2.9,-4.387579501601763
2,3,-4.392504059951062
2,3.1,-4.399841748630288
2,3.2,-4.410226816525579
2,3.3,-4.422898164973572
2,3.4000000000000004,-4.437094695310895
2,3.5,-4.4520553088741845
2,3.6,-4.467018907000072
2,3.7,-4.48122439102519
2,3.8,-4.493910662286172
2,3.9000000000000004,-4.504316622119651
2,4,-4.511681171862259
2,4.1,-4.518417398847873
2,4.2,-4.52665519465362
2,4.300000000000001,-4.535208666981009
2,4.4,-4.542891923531548
2,4.5,-4.548519072006744
2,4.6,-4.550904220108109
2,4.7,-4.548861475537148
2,4.800000000000001,-4.5412049459953705
2,4.9,-4.526748739184286
2,5,-4.504306962805403
2,5.1,-4.470626800252309
2,5.2,-4.42513094542358
2,5.300000000000001,-4.370646771778209
2,5.4,-4.31000165277519
2,5.5,-4.246022961873512
2,5.6,-4.18153807253217
2,5.7,-4.1193743582101545
2,5.800000000000001,-4.062359192366459
2,5.9,-4.013319948460076
2,6,-3.9750839999499954
2,6.1000000000000005,-3.9474668494429785
2,6.2,-3.9274339073927127
2,6.3,-3.9135374090285864
2,6.4,-3.904329589579986
2,6.5,-3.8983626842762993
2,6.6000000000000005,-3.894188928346914
2,6.7,-3.8903605570212165
2,6.800000000000001,-3.8854298055285947
2,6.9,-3.8779489090984365
2,7,-3.866470102960129
2,7.1000000000000005,-3.851377677002917
2,7.2,-3.834386511297759
2,7.300000000000001,-3.816044726346608
2,7.4,-3.79690044265142
2,7.5,-3.777501780714147
2,7.6000000000000005,-3.7583968610367453
2,7.7,-3.7401338041211676
2,7.800000000000001,-3.723260730469369
2,7.9,-3.7083257605833038
2,8,-3.6958770149649256
2,8.100000000000001,-3.686310606127018
2,8.2,-3.679278175315398
2,8.3,-3.674211136131566
2,8.4,-3.6705409021770294
2,8.5,-3.667698887053287
2,8.600000000000001,-3.665116504361845
2,8.7,-3.6622251677042055
2,8.8,-3.6584562906818725
2,8.9,-3.6532412868963484
2,9,-3.6460115699491373
2,9.100000000000001,-3.637186996018753
2,9.2,-3.6275904636917025
2,9.3,-3.6172579501814717
2,9.4,-3.6062254327015517
2,9.5,-3.594528888465427
2,9.600000000000001,-3.582204294686588
2,9.7,-3.5692876285785227
