series1,series2,dist,pair_id
C2,C1,0.463025019981556,C2_C1
C3,C1,0.17828113263780643,C3_C1
C4,C1,0.463025019981556,C4_C1
C5,C1,0.5269330685857372,C5_C1
C6,C1,0.5269330685857372,C6_C1
C7,C1,0.5269330685857372,C7_C1
C8,C1,0.5269330685857372,C8_C1
C9,C1,0.463025019981556,C9_C1
C10,C1,0.5269330685857372,C10_C1
C11,C1,0.5269330685857372,C11_C1
C12,C1,0.5269330685857372,C12_C1
C13,C1,0.5269330685857372,C13_C1
C14,C1,0.463025019981556,C14_C1
Enterobacteriaceae,C1,0.5269330685857372,Enterobacteriaceae_C1
Paenibacillaceae,C1,0.26503023711764223,Paenibacillaceae_C1
Ruminococcaceae,C1,0.26503023711764223,Ruminococcaceae_C1
C3,C2,0.463025019981556,C3_C2
C4,C2,0.1504295672234346,C4_C2
C5,C2,0.5269330685857372,C5_C2
C6,C2,0.5269330685857372,C6_C2
C7,C2,0.5269330685857372,C7_C2
C8,C2,0.5269330685857372,C8_C2
C9,C2,0.2913798305343891,C9_C2
C10,C2,0.5269330685857372,C10_C2
C11,C2,0.5269330685857372,C11_C2
C12,C2,0.5269330685857372,C12_C2
C13,C2,0.5269330685857372,C13_C2
C14,C2,0.3790572355727025,C14_C2
Enterobacteriaceae,C2,0.5269330685857372,Enterobacteriaceae_C2
Paenibacillaceae,C2,0.463025019981556,Paenibacillaceae_C2
Ruminococcaceae,C2,0.463025019981556,Ruminococcaceae_C2
C4,C3,0.463025019981556,C4_C3
C5,C3,0.5269330685857372,C5_C3
C6,C3,0.5269330685857372,C6_C3
C7,C3,0.5269330685857372,C7_C3
C8,C3,0.5269330685857372,C8_C3
C9,C3,0.463025019981556,C9_C3
C10,C3,0.5269330685857372,C10_C3
C11,C3,0.5269330685857372,C11_C3
C12,C3,0.5269330685857372,C12_C3
C13,C3,0.5269330685857372,C13_C3
C14,C3,0.463025019981556,C14_C3
Enterobacteriaceae,C3,0.5269330685857372,Enterobacteriaceae_C3
Paenibacillaceae,C3,0.26503023711764223,Paenibacillaceae_C3
Ruminococcaceae,C3,0.26503023711764223,Ruminococcaceae_C3
C5,C4,0.5269330685857372,C5_C4
C6,C4,0.5269330685857372,C6_C4
C7,C4,0.5269330685857372,C7_C4
C8,C4,0.5269330685857372,C8_C4
C9,C4,0.2913798305343891,C9_C4
C10,C4,0.5269330685857372,C10_C4
C11,C4,0.5269330685857372,C11_C4
C12,C4,0.5269330685857372,C12_C4
C13,C4,0.5269330685857372,C13_C4
C14,C4,0.3790572355727025,C14_C4
Enterobacteriaceae,C4,0.5269330685857372,Enterobacteriaceae_C4
Paenibacillaceae,C4,0.463025019981556,Paenibacillaceae_C4
Ruminococcaceae,C4,0.463025019981556,Ruminococcaceae_C4
C6,C5,0.31645118844125103,C6_C5
C7,C5,0.13291959815648635,C7_C5
C8,C5,0.31645118844125103,C8_C5
C9,C5,0.5269330685857372,C9_C5
C10,C5,0.3803729925971723,C10_C5
C11,C5,0.16362271136589013,C11_C5
C12,C5,0.20468760292695906,C12_C5
C13,C5,0.3803729925971723,C13_C5
C14,C5,0.5269330685857372,C14_C5
Enterobacteriaceae,C5,0.31645118844125103,Enterobacteriaceae_C5
Paenibacillaceae,C5,0.5269330685857372,Paenibacillaceae_C5
Ruminococcaceae,C5,0.5269330685857372,Ruminococcaceae_C5
C7,C6,0.31645118844125103,C7_C6
C8,C6,0.2616371996845593,C8_C6
C9,C6,0.5269330685857372,C9_C6
C10,C6,0.3803729925971723,C10_C6
C11,C6,0.31645118844125103,C11_C6
C12,C6,0.31645118844125103,C12_C6
C13,C6,0.3803729925971723,C13_C6
C14,C6,0.5269330685857372,C14_C6
Enterobacteriaceae,C6,0.035778113771329,Enterobacteriaceae_C6
Paenibacillaceae,C6,0.5269330685857372,Paenibacillaceae_C6
Ruminococcaceae,C6,0.5269330685857372,Ruminococcaceae_C6
C8,C7,0.31645118844125103,C8_C7
C9,C7,0.5269330685857372,C9_C7
C10,C7,0.3803729925971723,C10_C7
C11,C7,0.16362271136589013,C11_C7
C12,C7,0.20468760292695906,C12_C7
C13,C7,0.3803729925971723,C13_C7
C14,C7,0.5269330685857372,C14_C7
Enterobacteriaceae,C7,0.31645118844125103,Enterobacteriaceae_C7
Paenibacillaceae,C7,0.5269330685857372,Paenibacillaceae_C7
Ruminococcaceae,C7,0.5269330685857372,Ruminococcaceae_C7
C9,C8,0.5269330685857372,C9_C8
C10,C8,0.3803729925971723,C10_C8
C11,C8,0.31645118844125103,C11_C8
C12,C8,0.31645118844125103,C12_C8
C13,C8,0.3803729925971723,C13_C8
C14,C8,0.5269330685857372,C14_C8
Enterobacteriaceae,C8,0.2616371996845593,Enterobacteriaceae_C8
Paenibacillaceae,C8,0.5269330685857372,Paenibacillaceae_C8
Ruminococcaceae,C8,0.5269330685857372,Ruminococcaceae_C8
C10,C9,0.5269330685857372,C10_C9
C11,C9,0.5269330685857372,C11_C9
C12,C9,0.5269330685857372,C12_C9
C13,C9,0.5269330685857372,C13_C9
C14,C9,0.3790572355727025,C14_C9
Enterobacteriaceae,C9,0.5269330685857372,Enterobacteriaceae_C9
Paenibacillaceae,C9,0.463025019981556,Paenibacillaceae_C9
Ruminococcaceae,C9,0.463025019981556,Ruminococcaceae_C9
C11,C10,0.3803729925971723,C11_C10
C12,C10,0.3803729925971723,C12_C10
C13,C10,0.17424148264513994,C13_C10
C14,C10,0.5269330685857372,C14_C10
Enterobacteriaceae,C10,0.3803729925971723,Enterobacteriaceae_C10
Paenibacillaceae,C10,0.5269330685857372,Paenibacillaceae_C10
Ruminococcaceae,C10,0.5269330685857372,Ruminococcaceae_C10
C12,C11,0.20468760292695906,C12_C11
C13,C11,0.3803729925971723,C13_C11
C14,C11,0.5269330685857372,C14_C11
Enterobacteriaceae,C11,0.31645118844125103,Enterobacteriaceae_C11
Paenibacillaceae,C11,0.5269330685857372,Paenibacillaceae_C11
Ruminococcaceae,C11,0.5269330685857372,Ruminococcaceae_C11
C13,C12,0.3803729925971723,C13_C12
C14,C12,0.5269330685857372,C14_C12
Enterobacteriaceae,C12,0.31645118844125103,Enterobacteriaceae_C12
Paenibacillaceae,C12,0.5269330685857372,Paenibacillaceae_C12
Ruminococcaceae,C12,0.5269330685857372,Ruminococcaceae_C12
C14,C13,0.5269330685857372,C14_C13
Enterobacteriaceae,C13,0.3803729925971723,Enterobacteriaceae_C13
Paenibacillaceae,C13,0.5269330685857372,Paenibacillaceae_C13
Ruminococcaceae,C13,0.5269330685857372,Ruminococcaceae_C13
Enterobacteriaceae,C14,0.5269330685857372,Enterobacteriaceae_C14
Paenibacillaceae,C14,0.463025019981556,Paenibacillaceae_C14
Ruminococcaceae,C14,0.463025019981556,Ruminococcaceae_C14
Paenibacillaceae,Enterobacteriaceae,0.5269330685857372,Paenibacillaceae_Enterobacteriaceae
Ruminococcaceae,Enterobacteriaceae,0.5269330685857372,Ruminococcaceae_Enterobacteriaceae
Ruminococcaceae,Paenibacillaceae,0.08740543003504342,Ruminococcaceae_Paenibacillaceae
